steps,avg_loss,mean_td_error
12045,5.1509,12.5753
12046,8.5407,20.1609
12047,9.7889,19.8936
12048,5.2366,13.9168
12049,6.0069,19.9892
12050,5.9753,17.6292
12051,7.1403,21.0829
12052,9.7037,18.1169
12053,5.9086,18.8774
12054,9.2184,18.6893
12055,8.0591,17.7217
12056,4.1123,20.6968
12057,6.4109,14.3335
12058,7.8873,17.8581
12059,10.0537,26.5566
12060,6.6195,19.6329
12061,8.4328,24.6770
12062,10.2440,27.9886
12063,7.0362,19.8571
12064,5.9818,14.8398
12065,6.6498,15.9234
12066,7.0930,16.8186
12067,8.7772,23.6029
12068,8.7329,21.0611
12069,7.8387,17.4235
12070,5.7280,17.9024
12071,5.2581,17.7835
12072,10.7800,24.4708
12073,3.2365,14.3788
12074,6.9122,12.8931
12075,8.1791,18.0596
12076,6.4244,17.6208
12077,10.0284,20.2610
12078,6.8511,15.6482
12079,4.9581,20.4946
12080,7.2592,16.3906
12081,6.9402,17.3897
12082,5.2053,14.9414
12083,8.4000,17.9858
12084,6.9334,22.3341
12085,8.4551,17.8624
12086,2.1517,19.7597
12087,7.4857,22.0927
12088,7.6240,20.2864
12089,8.1639,24.1832
12090,4.0286,13.9118
12091,8.3228,21.5352
12092,3.7041,11.1565
12093,10.1189,18.9706
12094,4.6386,14.4851
12095,4.4016,16.1793
12096,6.8830,13.8415
12097,6.5737,17.1036
12098,6.1060,18.3799
12099,6.0685,15.1379
12100,6.3470,13.7377
12101,7.4193,14.5734
12102,6.1368,15.5536
12103,5.4674,11.1553
12104,9.6166,20.0987
12105,4.2108,18.2126
12106,6.6497,13.6888
12107,10.1358,21.5989
12108,9.4854,19.9391
12109,9.5992,21.6122
12110,7.7694,21.0631
12111,6.8063,18.4615
12112,9.9952,18.2075
12113,5.1582,16.0384
12114,6.8272,17.3739
12115,6.8853,15.4723
12116,6.2925,22.9153
12117,8.7443,22.5655
12118,4.6927,23.3447
12119,8.5371,17.7472
12120,9.0752,22.4412
12121,5.5517,14.0412
12122,10.6866,18.7176
12123,3.6493,11.9732
12124,9.1747,19.3083
12125,6.6124,14.1453
12126,4.9650,15.4299
12127,8.5716,17.6737
12128,12.0853,23.9507
12129,8.8175,20.7883
12130,7.5575,19.6764
12131,5.8722,13.1036
12132,11.0674,20.1963
12133,4.7518,14.0430
12134,4.4904,13.4328
12135,5.9332,16.4639
12136,6.4852,17.6917
12137,9.6742,20.7350
12138,3.6593,11.0639
12139,5.2668,12.7406
12140,8.4925,21.9556
12141,9.1681,18.4252
12142,8.4676,19.9331
12143,5.7290,14.3171
12144,5.8740,14.2763
12145,5.7274,14.9091
12146,6.4546,15.1259
12147,4.9043,16.3276
12148,3.1977,11.5376
12149,5.6574,15.8660
12150,11.4716,20.0148
12151,10.6715,22.6624
12152,4.5951,25.5799
12153,8.7450,21.9259
12154,9.5517,21.9072
12155,5.4296,13.0330
12156,6.7040,13.3756
12157,4.8838,15.5800
12158,5.2993,22.3190
12159,7.8121,18.6780
12160,3.9525,11.1581
12161,7.2602,18.8105
12162,6.0425,16.6472
12163,4.8563,10.4050
12164,7.5531,12.9845
12165,7.1314,20.5632
12166,5.1132,13.6016
12167,4.5475,11.2125
12168,8.5329,18.0661
12169,6.9520,19.5222
12170,6.9199,14.0517
12171,8.7206,20.3180
12172,5.7726,19.4764
12173,5.8007,16.5869
12174,7.2426,16.9259
12175,12.7039,22.9867
12176,7.1059,18.8905
12177,6.4533,19.4833
12178,7.6359,18.2704
12179,7.2969,22.1829
12180,11.0784,21.9014
12181,7.8397,19.0722
12182,7.1549,19.9073
12183,7.0830,20.3738
12184,5.3457,15.1938
12185,6.9564,17.9098
12186,7.3039,16.8805
12187,9.0583,19.5799
12188,9.4586,18.8317
12189,8.6429,24.2724
12190,8.5963,16.8228
12191,8.2052,19.7607
12192,6.6751,18.4020
12193,4.9282,11.1253
12194,6.4984,18.7741
12195,9.3988,17.8849
12196,8.2303,16.5566
12197,8.7119,21.7922
12198,4.5950,19.9435
12199,5.2186,18.9973
12200,8.3852,18.0003
12201,7.0872,19.9686
12202,11.8879,25.3754
12203,8.9081,14.3523
12204,11.0859,23.6137
12205,3.8449,11.1484
12206,7.4074,18.9142
12207,9.1481,19.2030
12208,7.0920,17.8397
12209,7.5262,17.7293
12210,7.7261,24.6747
12211,7.2514,21.0386
12212,4.2140,16.5872
12213,9.6114,24.1593
12214,6.2191,10.5654
12215,8.9601,18.3338
12216,4.2524,13.7641
12217,6.3739,18.8642
12218,8.2400,18.3512
12219,8.5845,17.5779
12220,9.2592,18.7439
12221,7.5010,16.7639
12222,11.0050,22.3138
12223,7.7996,17.0319
12224,8.6242,20.9839
12225,4.2799,13.1800
12226,7.4462,17.8459
12227,7.0386,23.5646
12228,6.7738,21.6050
12229,5.2114,18.2582
12230,8.4880,18.9278
12231,5.4223,15.7350
12232,8.5051,20.7433
12233,7.7737,15.1701
12234,9.5996,20.8445
12235,4.3762,12.7284
12236,8.3414,19.7304
12237,3.9670,18.7512
12238,5.8242,15.7113
12239,4.4098,12.2381
12240,3.7761,23.8357
12241,7.6734,17.0414
12242,7.5301,14.4472
12243,5.6869,14.6209
12244,8.6254,16.8181
12245,9.5388,21.2898
12246,11.4756,21.3377
12247,7.7325,18.1353
12248,4.6661,13.1150
12249,5.4207,15.5215
12250,11.0211,19.8063
12251,10.7635,23.6832
12252,7.0148,14.4725
12253,9.6440,26.5751
12254,5.7675,14.0016
12255,7.8191,15.2381
12256,5.3299,17.4038
12257,6.9087,16.7481
12258,7.4962,11.7677
12259,7.2216,17.3527
12260,12.2175,22.7268
12261,8.7361,19.2458
12262,10.9323,20.2234
12263,5.9508,13.7300
12264,10.3032,21.0921
12265,10.8129,21.2674
12266,6.6638,17.0877
12267,7.8760,17.9199
12268,3.7932,13.8261
12269,9.6038,17.1591
12270,5.9028,15.7038
12271,7.5106,18.3508
12272,6.2622,19.7027
12273,7.6876,15.4726
12274,6.3760,20.2640
12275,6.6961,19.7300
12276,4.7083,19.8065
12277,10.1022,21.7087
12278,9.4915,17.8768
12279,4.4897,12.8112
12280,4.4154,10.2592
12281,10.7074,22.3925
12282,8.4777,16.5784
12283,6.9128,19.0589
12284,5.2885,13.6711
12285,6.9113,16.6055
12286,6.3428,19.2920
12287,10.2578,19.9727
12288,4.7889,15.6555
12289,7.2860,18.2005
12290,8.1380,20.1439
12291,11.6533,20.3129
12292,7.0750,18.2469
12293,8.5522,18.9641
12294,3.5983,14.2559
12295,7.7680,16.1662
12296,9.9551,20.2424
12297,10.0009,22.2063
12298,6.8479,18.4685
12299,6.4640,20.8335
12300,5.9166,17.1836
12301,3.3133,12.8162
12302,6.2331,16.2306
12303,7.3202,14.2947
12304,5.0658,14.2354
12305,7.9029,21.8418
12306,7.7281,18.6850
12307,6.9461,22.8107
12308,5.5799,16.1904
12309,4.6038,9.3541
12310,7.9648,18.5383
12311,7.0751,14.0700
12312,7.7614,19.9596
12313,8.5238,22.9132
12314,5.8245,16.9221
12315,5.9273,16.2382
12316,4.1838,19.6242
12317,7.7542,16.5071
12318,8.4749,19.1538
12319,8.3343,20.1463
12320,6.3782,15.2175
12321,8.0352,15.1602
12322,9.2111,18.1512
12323,7.9446,25.0370
12324,8.2856,17.0029
12325,3.9736,18.2019
12326,6.2177,16.1715
12327,9.8896,21.2283
12328,6.6468,15.8382
12329,8.1077,25.4363
12330,4.9299,11.8407
12331,6.0012,15.0374
12332,7.2254,20.3675
12333,7.6221,14.1676
12334,6.4654,13.1571
12335,6.3116,20.9616
12336,10.8609,20.8219
12337,6.8416,18.5375
12338,8.8336,17.8711
12339,7.2131,13.7032
12340,5.6636,13.2521
12341,12.5662,23.4187
12342,5.7557,17.8466
12343,7.9612,18.2592
12344,5.6546,14.9005
12345,5.7716,15.1992
12346,9.1762,25.3247
12347,5.2007,13.4726
12348,3.5792,20.6081
12349,7.9221,18.9934
12350,5.5990,16.2952
12351,7.8572,20.2661
12352,7.4371,25.2650
12353,4.8285,21.3379
12354,8.9206,19.1895
12355,6.7855,18.1995
12356,8.1337,16.6573
12357,3.7334,10.3027
12358,5.1614,20.2514
12359,9.8144,17.9117
12360,13.7970,25.4113
12361,8.0886,20.8866
12362,7.9087,14.8881
12363,6.8972,20.7757
12364,3.9820,21.0008
12365,6.9849,19.2779
12366,5.7454,13.2385
12367,8.9857,18.5925
12368,11.9551,22.7103
12369,5.6453,18.9162
12370,9.0613,21.4294
12371,3.5075,22.1243
12372,10.7129,23.3308
12373,9.3927,20.5909
12374,4.0953,18.2283
12375,10.0811,24.8457
12376,11.0811,21.0649
12377,6.8274,17.4147
12378,8.5906,18.0195
12379,7.0766,15.3954
12380,6.9842,14.6907
12381,8.9096,19.3795
12382,10.3907,23.4192
12383,3.2363,10.9611
12384,7.6718,15.1009
12385,9.4670,24.0744
12386,4.8464,18.0936
12387,12.5708,28.4607
12388,8.9958,21.8246
12389,2.8113,17.9093
12390,9.6018,17.6905
12391,12.6826,27.8536
12392,8.7544,17.2525
12393,7.7815,21.0749
12394,10.3882,22.2120
12395,8.8120,20.7361
12396,5.0122,16.5973
12397,4.9979,16.8930
12398,6.9084,19.6038
12399,8.9904,18.4514
12400,8.3132,18.6233
12401,6.4762,20.0748
12402,7.9126,20.9236
12403,4.4072,17.3013
12404,6.6286,22.5643
12405,6.0880,16.0976
12406,6.7533,15.0083
12407,9.4200,22.2625
12408,7.2352,15.2114
12409,9.4152,19.6831
12410,8.0023,19.4629
12411,6.6738,13.7028
12412,4.5238,16.7342
12413,4.4488,13.2550
12414,8.0586,16.1305
12415,10.2072,20.8371
12416,5.5614,15.2980
12417,2.7220,13.4590
12418,9.7236,21.4317
12419,8.6754,18.3983
12420,8.8962,21.8983
12421,8.3617,22.0011
12422,5.7092,15.5615
12423,5.6792,19.8633
12424,5.7734,17.7978
12425,7.9588,15.6343
12426,3.5397,7.7794
12427,7.3970,15.6987
12428,11.2580,23.6221
12429,5.1352,15.4036
12430,10.2292,21.7157
12431,7.8516,21.5495
12432,10.8152,18.7532
12433,9.2102,19.5186
12434,7.7033,19.7394
12435,4.7273,15.0432
12436,5.6703,16.6222
12437,2.9178,19.4076
12438,9.1414,19.9953
12439,7.7426,15.9404
12440,4.8353,18.4154
12441,7.2090,14.9972
12442,12.4561,23.5987
12443,6.6597,15.5784
12444,9.0687,21.1096
12445,5.8591,14.6485
12446,3.6860,14.0397
12447,6.1224,16.0137
12448,8.7864,20.2598
12449,6.5317,14.7818
12450,5.7945,20.0453
12451,10.9706,20.3371
12452,8.6745,22.1983
12453,5.8633,15.9273
12454,8.8095,16.7282
12455,8.0402,20.2677
12456,9.4542,22.0905
12457,9.6453,21.0605
12458,9.8431,16.5246
12459,8.7046,16.3656
12460,4.2120,14.3797
12461,4.8932,15.4657
12462,5.2681,25.2299
12463,6.3753,16.5557
12464,4.4369,11.2006
12465,4.3034,18.3702
12466,4.7945,22.2635
12467,8.5894,17.2746
12468,8.3924,16.8237
12469,6.5976,14.4484
12470,8.0665,18.2578
12471,8.9845,19.5795
12472,10.4021,18.9640
12473,7.4250,19.0990
12474,9.8199,23.4569
12475,5.2054,17.5961
12476,9.3014,19.7712
12477,8.1029,20.4806
12478,9.4463,22.3298
12479,8.8010,22.0796
12480,4.7834,14.4392
12481,9.4569,20.3183
12482,7.7934,18.6593
12483,6.9776,14.0687
12484,9.6689,20.1444
12485,4.4664,17.9169
12486,6.6995,21.2280
12487,5.7265,14.9773
12488,5.3408,17.7451
12489,5.6903,17.0806
12490,8.6892,18.5618
12491,6.5724,16.4229
12492,6.1556,11.1855
12493,6.1993,17.9628
12494,7.0640,21.8895
12495,10.3280,21.2589
12496,8.9981,19.0456
12497,11.1136,21.0937
12498,6.6141,17.8753
12499,5.2102,24.0132
12500,9.5674,19.6261
12501,7.7568,13.9879
12502,7.6997,19.5003
12503,7.4441,16.1763
12504,10.6958,23.8606
12505,8.8318,23.3391
12506,10.7913,18.5561
12507,5.3741,14.1333
12508,11.3145,24.2348
12509,7.4663,17.4064
12510,11.2266,22.9849
12511,6.0592,17.4959
12512,9.3278,18.0860
12513,6.4086,15.6456
12514,7.6173,21.8742
12515,3.5309,15.0473
12516,6.9074,19.9096
12517,8.1849,20.0461
12518,7.7774,14.4250
12519,6.9882,17.4446
12520,9.3873,18.9020
12521,9.3731,18.5702
12522,7.7910,19.6634
12523,12.4588,26.3015
12524,7.0032,19.7382
12525,5.3442,17.4912
12526,11.4737,20.3591
12527,6.9839,14.6181
12528,5.3137,15.4644
12529,8.9730,19.0413
12530,7.6174,17.2037
12531,5.3865,12.7366
12532,8.3795,16.5073
12533,4.9358,16.6279
12534,7.4681,22.8897
12535,7.9607,24.4148
12536,8.4919,17.8186
12537,7.5767,21.0970
12538,4.8618,18.4080
12539,8.3996,22.1412
12540,7.6819,15.6304
12541,5.1858,16.0319
12542,11.9852,25.2352
12543,8.4254,21.0933
12544,9.1236,16.2650
12545,9.7855,21.0944
12546,7.7987,16.7207
12547,8.7352,22.2413
12548,11.0079,23.6922
12549,10.4363,21.5188
12550,6.2964,18.8998
12551,9.2673,20.4133
12552,8.3319,17.0433
12553,12.5185,23.7160
12554,6.7822,20.7011
12555,5.8953,19.8872
12556,7.9456,14.5591
12557,6.2684,20.0967
12558,8.4532,20.6928
12559,4.8491,16.7319
12560,5.5975,21.3372
12561,7.5021,17.5186
12562,5.9958,21.0097
12563,4.4902,21.5291
12564,3.7220,12.4136
12565,8.2074,20.2465
12566,6.5331,22.0102
12567,10.8302,18.7671
12568,8.8374,18.8476
12569,7.8199,15.9199
12570,5.2280,15.8818
12571,5.9356,17.9883
12572,4.6922,13.3944
12573,6.3509,14.2530
12574,8.5154,20.4850
12575,6.8448,22.9819
12576,11.8157,21.2182
12577,8.9888,22.0247
12578,7.8260,20.8831
12579,7.1537,19.5218
12580,11.5636,21.3618
12581,4.7545,16.7358
12582,6.3528,11.8394
12583,5.1672,14.6382
12584,9.9224,18.9239
12585,9.9135,23.7073
12586,11.0635,20.5776
12587,7.7006,20.3428
12588,5.3522,14.8158
12589,9.7971,18.9806
12590,7.2042,20.2486
12591,8.2933,24.5560
12592,9.1876,21.2975
12593,7.5689,16.8314
12594,3.5956,18.6061
12595,6.4037,15.8404
12596,4.8778,14.1035
12597,8.5112,19.7871
12598,3.8568,16.3922
12599,6.6385,21.0523
12600,3.9135,17.6166
12601,13.0750,24.8755
12602,4.6440,21.6839
12603,7.6271,16.5335
12604,6.5535,15.3106
12605,8.4839,20.0278
12606,6.3019,15.6886
12607,6.9332,18.3724
12608,4.0582,12.9803
12609,9.5668,18.9578
12610,10.9245,20.6746
12611,8.8155,18.9204
12612,7.6736,17.3306
12613,7.5588,20.4467
12614,3.9659,16.9343
12615,7.6633,22.5916
12616,7.9965,16.9242
12617,3.6244,20.5946
12618,7.0736,23.5310
12619,5.8422,17.4876
12620,7.2366,15.3871
12621,13.6303,28.9114
12622,7.5955,16.4926
12623,7.1679,22.2738
12624,3.0050,17.8257
12625,6.0429,17.5057
12626,3.7561,17.0378
12627,6.2513,17.6415
12628,8.8103,23.8150
12629,3.0956,15.0221
12630,11.7584,26.4361
12631,4.6351,21.7807
12632,7.0081,20.8895
12633,10.2945,22.4725
12634,10.6815,23.2698
12635,7.3468,19.1351
12636,7.1573,19.8031
12637,7.1227,20.6212
12638,8.0701,21.8293
12639,4.6709,10.2154
12640,5.9774,17.3588
12641,6.7558,18.4724
12642,8.9952,20.5771
12643,9.9031,19.2041
12644,11.3438,24.7195
12645,5.2801,11.7014
12646,8.0592,21.3116
12647,11.5330,19.6966
12648,10.6513,20.6624
12649,9.5617,20.5616
12650,6.9594,17.2744
12651,6.4529,16.6082
12652,8.3233,17.1797
12653,7.1835,21.4216
12654,11.1685,21.0288
12655,9.2062,16.9381
12656,7.6414,23.7393
12657,9.4423,16.2146
12658,7.5532,20.6299
12659,5.6678,13.8661
12660,6.5393,16.3250
12661,12.8472,24.0896
12662,9.5840,20.1738
12663,7.0308,22.3480
12664,11.9956,24.9483
12665,7.5338,20.2416
12666,7.8641,18.5364
12667,5.1772,14.8438
12668,7.0725,15.3651
12669,5.7946,18.4657
12670,8.0288,15.8426
12671,7.8827,17.9234
12672,8.7915,22.1232
12673,5.9518,13.8631
12674,4.2911,16.1635
12675,5.4769,14.4240
12676,11.0547,24.9538
12677,7.4490,25.9990
12678,8.1069,20.3292
12679,7.1865,17.0704
12680,4.6240,15.4024
12681,12.5403,22.7350
12682,4.3384,19.5188
12683,6.9912,16.3334
12684,13.3294,23.0030
12685,8.9844,25.0108
12686,8.2493,21.3333
12687,6.4571,20.3119
12688,10.6172,19.2628
12689,3.2612,19.5269
12690,5.8700,16.2504
12691,10.0546,24.6835
12692,8.6092,16.3514
12693,8.6158,20.4859
12694,5.6796,13.6084
12695,8.9408,17.3018
12696,7.8157,17.8377
12697,7.6560,16.7219
12698,6.0278,20.1434
12699,8.5943,19.5276
12700,7.7260,22.4363
12701,4.3156,11.5520
12702,6.2171,17.4392
12703,12.4095,25.5930
12704,7.5952,19.1923
12705,9.3744,18.3304
12706,11.4820,20.2796
12707,7.4689,16.1165
12708,4.7437,21.4298
12709,4.2779,9.5713
12710,8.9035,16.9079
12711,7.4471,20.7187
12712,7.2664,24.6764
12713,7.2318,22.1442
12714,8.4606,15.9147
12715,3.6175,16.0410
12716,7.1854,14.9762
12717,8.6150,17.7266
12718,5.0476,18.7461
12719,7.7315,15.3637
12720,7.0620,16.8548
12721,5.2157,17.3280
12722,8.1324,20.8555
12723,7.2673,18.8327
12724,8.4324,19.0685
12725,3.4917,9.9305
12726,5.3113,12.0578
12727,8.1479,16.1168
12728,9.9598,23.5044
12729,7.9707,21.8520
12730,5.2999,14.4258
12731,6.6549,19.8393
12732,8.3558,18.3136
12733,12.3534,26.3931
12734,8.7998,16.3134
12735,5.6572,15.8883
12736,7.6448,16.4221
12737,11.6940,19.1164
12738,3.1020,16.8096
12739,8.0524,16.6298
12740,9.1985,19.5293
12741,8.2361,18.0129
12742,4.7561,15.8019
12743,7.0110,17.1709
12744,6.8321,19.3324
12745,9.0948,23.7878
12746,8.8852,21.5460
12747,5.3726,20.3269
12748,11.5501,21.8572
12749,6.1996,12.1079
12750,9.5689,31.3797
12751,8.6533,17.4860
12752,7.1343,14.7413
12753,3.7830,20.7787
12754,6.5150,17.9050
12755,9.7510,22.7389
12756,6.4109,17.8699
12757,7.5050,21.3097
12758,6.6229,18.2274
12759,7.0196,23.6331
12760,10.7850,24.6663
12761,7.4747,20.7149
12762,5.5473,25.1599
12763,7.3406,22.0087
12764,10.9137,24.5555
12765,12.1284,24.0326
12766,10.8550,22.4824
12767,8.5225,20.9527
12768,7.0217,18.1514
12769,4.8725,17.1820
12770,7.7405,18.3232
12771,4.9095,20.8332
12772,6.6257,19.5557
12773,6.1720,17.3854
12774,6.4603,16.7356
12775,9.9968,23.0580
12776,6.6984,20.0312
12777,5.7626,16.7768
12778,6.8858,21.1485
12779,10.0495,18.1366
12780,10.9809,23.2247
12781,9.3799,16.0993
12782,8.3426,18.8626
12783,8.0883,19.7820
12784,11.0552,20.8195
12785,4.2046,12.8657
12786,11.0572,25.5681
12787,4.2731,19.0019
12788,7.8937,15.8228
12789,4.7126,12.5343
12790,4.7183,17.5795
12791,4.3663,9.7984
12792,6.9687,20.8108
12793,8.7108,16.1674
12794,7.0632,15.4267
12795,6.5831,17.0957
12796,5.5802,11.6421
12797,11.1622,19.5426
12798,8.3725,22.9621
12799,10.2944,19.7655
12800,5.1518,20.9048
12801,11.1328,23.5030
12802,9.9697,21.3647
12803,9.6191,18.8359
12804,5.2809,13.9308
12805,9.3104,27.3663
12806,7.9179,20.4923
12807,6.6762,18.4284
12808,6.5900,16.1834
12809,6.5388,14.2323
12810,9.0627,18.9541
12811,10.8938,26.5516
12812,11.0542,22.6122
12813,7.2734,20.1300
12814,9.0203,21.9244
12815,6.9982,16.8094
12816,3.6873,18.3899
12817,5.1014,13.3322
12818,8.8599,18.9493
12819,6.9499,18.0207
12820,5.4618,12.4644
12821,6.7372,14.5909
12822,5.3321,17.8836
12823,5.4288,17.7686
12824,7.3319,18.0260
12825,10.7149,20.1658
12826,5.8462,19.2411
12827,5.7505,20.3054
12828,7.5746,16.3820
12829,6.5449,18.9286
12830,8.4669,20.6195
12831,8.5204,16.9728
12832,11.1574,24.2502
12833,6.1648,15.7308
12834,7.2841,12.6114
12835,5.3004,20.9036
12836,5.2462,15.4782
12837,9.4080,19.7787
12838,6.6053,14.0692
12839,7.9062,19.5475
12840,4.7613,20.4910
12841,6.8645,16.9751
12842,8.6333,16.8480
12843,8.8435,21.3837
12844,11.4265,24.6769
12845,5.7343,22.6798
12846,6.6707,15.4470
12847,5.4215,13.3478
12848,8.8988,21.4391
12849,6.5106,16.0087
12850,5.5194,20.9254
12851,6.8783,13.1018
12852,4.9534,20.4903
12853,8.8901,23.9298
12854,5.3979,13.1049
12855,7.5832,24.3649
12856,9.7972,24.2196
12857,6.8046,14.2801
12858,7.8684,14.7507
12859,5.9830,21.9474
12860,6.1087,19.4076
12861,9.9491,22.1983
12862,5.6472,18.1864
12863,6.6006,23.6813
12864,6.2179,19.9764
12865,6.1986,14.6577
12866,7.8853,16.5189
12867,12.0644,24.7983
12868,4.5918,15.7118
12869,10.3917,20.8147
12870,8.7280,18.3625
12871,13.8952,25.4488
12872,5.6370,19.5570
12873,10.3646,20.8400
12874,9.6390,24.8067
12875,6.9660,19.3790
12876,9.5758,16.8455
12877,5.4774,22.4013
12878,9.0018,21.6075
12879,7.6628,16.8165
12880,8.5429,16.1837
12881,8.4364,22.6100
12882,4.2394,20.8992
12883,6.5680,16.7710
12884,8.3688,22.1635
12885,3.3969,7.0620
12886,6.5510,17.5403
12887,7.1346,20.2875
12888,8.6111,26.4247
12889,5.2387,21.8078
12890,9.8696,22.7569
12891,9.1123,15.7822
12892,5.6834,13.4752
12893,3.7467,17.0119
12894,3.4002,22.1516
12895,5.6141,22.0079
12896,6.1948,17.1715
12897,7.0492,17.1942
12898,8.9132,18.4932
12899,6.7518,18.7025
12900,8.8918,20.6077
12901,6.6760,19.0584
12902,8.1540,16.5980
12903,10.8890,19.5913
12904,9.4262,21.6115
12905,10.1450,23.5036
12906,7.7382,12.4444
12907,7.7829,14.1494
12908,8.9731,22.6139
12909,6.1782,19.1173
12910,7.1547,18.6911
12911,4.7088,16.3701
12912,8.8804,18.7392
12913,9.9221,20.5925
12914,8.3480,18.9104
12915,7.4543,14.4394
12916,8.4174,21.0181
12917,8.3972,23.0257
12918,8.0263,18.2219
12919,7.1846,22.1913
12920,9.6061,20.9320
12921,8.3829,18.8692
12922,7.3835,16.5436
12923,5.8872,17.2555
12924,10.3437,21.2359
12925,3.7343,12.6390
12926,7.5277,15.8194
12927,8.2433,20.8048
12928,8.0229,16.9391
12929,8.8101,21.9000
12930,8.1733,21.8261
12931,5.7232,16.9072
12932,7.5645,19.0693
12933,8.8620,21.0607
12934,9.0663,17.6700
12935,8.0437,21.1911
12936,6.7691,24.6907
12937,5.6551,11.1822
12938,8.6540,18.4595
12939,6.5692,16.6231
12940,5.9263,17.0357
12941,8.9748,23.9817
12942,4.3142,14.7984
12943,4.4692,20.2166
12944,10.2552,19.4857
12945,5.3986,11.8386
12946,10.4242,19.7419
12947,7.0190,19.1617
12948,6.4752,21.1015
12949,7.1950,15.8015
12950,2.3489,9.4739
12951,6.2591,16.2269
12952,5.5108,16.3669
12953,8.4215,14.6109
12954,3.2674,14.5469
12955,11.4896,26.8238
12956,10.4045,22.1975
12957,8.2225,22.5811
12958,6.8647,16.7360
12959,7.8650,21.4419
12960,7.6293,16.5781
12961,10.8635,23.0037
12962,9.4697,25.6459
12963,6.5929,15.1981
12964,4.2792,17.2908
12965,7.2398,25.8008
12966,8.7053,16.6571
12967,7.4910,21.7938
12968,5.4762,17.0250
12969,9.7181,18.9561
12970,8.9102,23.4744
12971,7.5218,23.9099
12972,9.2469,18.1097
12973,7.3885,21.4669
12974,4.8697,19.2212
12975,8.8300,18.5719
12976,9.5865,20.1100
12977,8.5784,22.1548
12978,7.2835,20.4353
12979,4.7866,15.4825
12980,5.7754,17.5870
12981,11.2801,20.2747
12982,7.1217,19.8984
12983,5.7158,11.4906
12984,8.8801,19.3736
12985,8.6236,17.1021
12986,11.0450,20.6024
12987,5.8601,15.2569
12988,3.0252,16.9591
12989,6.5769,16.5296
12990,9.4610,21.8568
12991,9.8909,18.7786
12992,6.7950,19.1506
12993,7.8978,21.3813
12994,10.0413,19.8427
12995,5.7841,13.4896
12996,9.9246,21.4324
12997,7.4085,19.6060
12998,6.8231,17.9874
12999,5.2891,18.4425
13000,10.3046,22.2589
13001,8.2215,20.2846
13002,3.3827,18.2118
13003,6.5123,19.2046
13004,5.7305,24.3444
13005,7.0327,16.8558
13006,10.7181,17.7695
13007,5.5736,16.3871
13008,6.5376,19.1786
13009,8.8525,16.9438
13010,8.3866,17.4951
13011,10.7374,23.2397
13012,10.6154,24.0771
13013,6.7347,18.9496
13014,8.0186,19.9332
13015,5.9438,18.2651
13016,8.0829,19.9698
13017,14.2298,28.3398
13018,7.7973,17.9988
13019,4.7471,17.9816
13020,5.2886,20.5104
13021,11.0442,30.0157
13022,7.1939,17.1029
13023,8.9163,19.0020
13024,6.7959,17.0109
13025,4.6648,15.4336
13026,7.0023,18.6799
13027,4.9663,20.5048
13028,6.1897,16.7244
13029,5.3782,17.4135
13030,9.8988,24.7480
13031,9.5519,19.5251
13032,6.2513,18.5145
13033,7.0981,16.9371
13034,9.6169,23.2521
13035,4.8373,15.1335
13036,6.8025,22.8555
13037,7.2655,21.8766
13038,10.8570,24.0475
13039,10.8377,22.0614
13040,9.5544,18.4233
13041,5.6798,17.2970
13042,5.9213,13.4877
13043,3.4072,14.1026
13044,2.6340,21.4717
13045,4.6393,14.1761
13046,9.6217,22.8969
13047,9.7294,19.7181
13048,11.7025,28.3654
13049,8.5964,21.6365
13050,6.1725,19.0835
13051,9.3165,21.8841
13052,5.3476,13.7019
13053,5.8482,19.2854
13054,7.6624,24.7282
13055,11.2508,25.1258
13056,6.5855,19.6062
13057,7.2717,16.0787
13058,8.6483,22.5722
13059,4.8444,17.3810
13060,10.5554,20.2866
13061,16.9330,27.2891
13062,9.7027,19.7594
13063,11.3510,18.7409
13064,11.1499,21.0595
13065,5.5704,16.3869
13066,2.4730,12.8020
13067,7.6149,21.6402
13068,12.0029,24.4746
13069,5.7351,19.3925
13070,8.8798,19.3785
13071,10.8864,25.6549
13072,6.4965,18.0246
13073,6.5884,15.9940
13074,5.6061,14.3276
13075,7.6212,17.0974
13076,6.8430,13.7290
13077,10.1795,17.1033
13078,7.1194,16.4622
13079,9.4722,23.5562
13080,5.9360,20.7244
13081,9.4582,18.2125
13082,6.9688,16.8460
13083,6.6761,22.2377
13084,3.0013,15.2520
13085,7.1534,17.1383
13086,6.1842,23.4586
13087,5.6169,14.6773
13088,2.8138,18.4153
13089,9.4712,19.7898
13090,8.9250,20.1036
13091,3.7001,16.9457
13092,6.9278,16.5254
13093,9.4958,24.4734
13094,7.3192,16.1319
13095,5.0147,17.2721
13096,7.5566,21.8800
13097,8.4940,19.2395
13098,5.5397,12.6359
13099,5.4617,13.4085
13100,9.2311,21.9770
13101,6.4164,15.4711
13102,10.0716,18.1296
13103,4.7526,13.6281
13104,6.4345,21.3629
13105,9.4684,18.5880
13106,7.1728,22.2690
13107,7.8712,18.2879
13108,8.9595,18.8646
13109,5.4357,16.2645
13110,10.5734,21.9187
13111,8.2050,26.0545
13112,6.3775,14.4786
13113,6.9380,13.7485
13114,5.2701,22.8031
13115,12.1675,20.9082
13116,8.2300,20.6412
13117,7.2477,22.0736
13118,6.9672,18.4287
13119,10.2314,21.7312
