steps,avg_loss,mean_td_error
13120,8.0326,23.4161
13121,9.5372,21.8021
13122,9.2125,21.9671
13123,8.1641,21.3715
13124,4.3006,13.7048
13125,5.2819,13.3284
13126,11.1128,23.0371
13127,7.7039,14.5574
13128,5.2818,16.2975
13129,7.9006,17.6334
13130,8.7136,19.9974
13131,9.7036,20.9038
13132,6.7465,18.9940
13133,10.0415,18.5857
13134,8.6770,18.7976
13135,4.9003,28.1660
13136,11.4599,21.9154
13137,4.2262,16.2875
13138,7.5862,17.1406
13139,7.8264,16.1987
13140,6.8211,16.5759
13141,4.6716,14.2605
13142,6.9292,21.0572
13143,8.6811,18.5559
13144,11.1380,22.5093
13145,6.8266,23.4801
13146,11.1435,20.8970
13147,8.2180,23.4252
13148,9.4013,18.0129
13149,7.6028,15.9775
13150,5.3783,16.5561
13151,3.2718,13.3157
13152,3.4217,11.2527
13153,4.7726,13.2343
13154,6.2598,23.8875
13155,9.5000,17.7486
13156,8.8363,23.9779
13157,10.0274,18.8570
13158,4.5347,22.1857
13159,9.7950,20.4206
13160,10.1922,23.0227
13161,9.7803,21.0848
13162,5.4431,19.0684
13163,7.7410,19.1932
13164,14.7602,26.2181
13165,6.2892,18.8568
13166,13.5289,25.1411
13167,6.8986,18.4314
13168,5.2365,19.2107
13169,7.6792,18.2853
13170,6.9148,17.3004
13171,3.5282,14.4530
13172,10.2579,19.8842
13173,5.1125,10.3588
13174,9.9753,20.7697
13175,9.9991,21.0610
13176,14.1574,26.3375
13177,4.3143,18.0314
13178,8.8534,20.7049
13179,8.1443,15.3869
13180,11.4998,23.1904
13181,6.5410,15.8345
13182,7.3566,13.8304
13183,6.4463,14.9569
13184,8.0055,18.9526
13185,7.7942,14.8677
13186,9.5000,17.4650
13187,10.8611,22.1125
13188,14.3754,27.9491
13189,6.8713,18.8719
13190,5.9003,12.4089
13191,6.2461,13.1778
13192,13.6340,29.1612
13193,2.8985,11.4551
13194,7.8060,21.6791
13195,3.4361,19.3226
13196,6.4123,14.2667
13197,9.3778,24.5084
13198,8.6334,19.1551
13199,10.0729,23.4968
13200,4.6424,15.2185
13201,7.5408,20.0027
13202,7.9101,22.0534
13203,5.8433,18.3780
13204,10.4464,18.8001
13205,7.3424,23.1695
13206,8.0877,12.9622
13207,6.7567,19.2511
13208,7.5354,19.0137
13209,6.2481,19.7872
13210,9.4148,23.2874
13211,8.0316,18.9322
13212,6.4157,18.1836
13213,7.3796,16.1067
13214,8.5737,20.9867
13215,8.1396,20.8411
13216,10.1463,22.0112
13217,10.9698,20.8240
13218,6.6489,16.4917
13219,8.4016,18.1425
13220,6.5670,19.3808
13221,7.2394,24.7959
13222,6.8738,15.2328
13223,4.6030,19.6761
13224,11.4389,23.9599
13225,6.8129,20.8585
13226,4.9269,17.5820
13227,9.4896,16.7562
13228,8.3210,22.6047
13229,6.6202,17.4547
13230,5.3254,19.9195
13231,7.9487,16.3329
13232,10.2101,22.7886
13233,9.7950,26.2613
13234,9.9917,23.9224
13235,10.1541,25.2996
13236,7.5702,21.5575
13237,8.0464,22.5032
13238,4.6490,16.4603
13239,10.1152,20.1287
13240,6.6179,17.5730
13241,8.4787,16.7448
13242,7.2469,14.5789
13243,9.3869,25.8977
13244,7.6531,20.4106
13245,10.1840,20.9646
13246,7.3209,18.7096
13247,4.4055,16.0798
13248,5.2257,15.7741
13249,7.3214,17.4563
13250,6.8393,15.9781
13251,5.5342,15.3452
13252,6.1724,16.6668
13253,6.4668,20.6328
13254,5.3632,16.6868
13255,7.5445,18.1542
13256,10.5357,25.0666
13257,2.2894,14.7315
13258,5.9066,17.3870
13259,8.0765,18.1939
13260,13.3005,29.0927
13261,3.4185,16.6099
13262,8.6726,24.3544
13263,4.6987,22.0455
13264,9.1376,18.0199
13265,3.6939,12.9749
13266,7.2741,23.8017
13267,6.6801,16.4079
13268,4.6300,13.7198
13269,7.6216,18.5220
13270,5.0760,19.1550
13271,3.2784,14.1667
13272,9.0715,20.5947
13273,11.0811,23.2886
13274,7.3959,22.7778
13275,8.2971,18.1006
13276,7.2500,17.7093
13277,8.5557,17.9299
13278,5.6161,12.5470
13279,4.7853,13.6706
13280,5.3937,15.6514
13281,7.3614,18.5335
13282,7.0445,17.8087
13283,6.5464,14.7135
13284,4.4511,19.9071
13285,7.1927,19.9084
13286,5.6757,22.4421
13287,5.6509,16.2429
13288,6.9396,19.9820
13289,5.1472,22.9908
13290,5.7191,16.8181
13291,6.5772,17.8716
13292,6.2957,15.6178
13293,11.2068,27.8648
13294,4.6997,21.4534
13295,10.3342,27.8307
13296,10.0156,22.7747
13297,7.0372,15.1449
13298,4.9546,18.8177
13299,4.3054,19.0755
13300,11.6435,23.0099
13301,8.0580,17.9116
13302,5.7289,17.1511
13303,13.3197,24.9519
13304,6.8833,15.7386
13305,11.4904,29.8781
13306,4.8310,16.0296
13307,4.2079,16.1515
13308,9.7845,23.8567
13309,11.7880,22.5556
13310,8.0025,20.0917
13311,7.1550,21.8843
13312,8.8621,23.5757
13313,8.8478,19.3242
13314,3.2495,14.4837
13315,7.3560,20.4049
13316,4.0820,19.5042
13317,9.9780,22.6712
13318,4.3709,19.6353
13319,6.8859,27.0119
13320,3.8286,20.0121
13321,6.8013,18.5608
13322,5.7125,17.6735
13323,5.1863,21.4796
13324,7.4302,14.7740
13325,9.5418,21.8166
13326,10.3895,23.7931
13327,10.5959,25.2443
13328,7.6108,19.9256
13329,9.4028,24.5658
13330,9.4214,22.8484
13331,6.3197,14.5298
13332,9.4736,21.1094
13333,11.9020,27.8629
13334,7.5937,24.1890
13335,8.5972,18.1827
13336,9.6197,17.2332
13337,8.1359,18.9483
13338,10.1852,22.0235
13339,9.0154,15.6020
13340,6.6231,18.1214
13341,4.7712,14.1959
13342,4.5896,12.6927
13343,8.3591,14.3007
13344,6.9781,15.7489
13345,9.8827,20.3224
13346,6.6635,16.5267
13347,4.6739,9.0200
13348,10.2170,24.0879
13349,8.0996,21.3637
13350,4.2721,19.4807
13351,6.5907,17.1583
13352,6.0593,22.0238
13353,5.2526,19.0919
13354,12.6164,22.9562
13355,7.7335,16.1801
13356,8.9371,17.1648
13357,10.3823,22.9456
13358,7.1945,20.3134
13359,5.6725,23.0843
13360,5.1666,13.6899
13361,6.7781,13.1368
13362,1.7765,8.6907
13363,8.1687,24.6595
13364,10.6585,19.4701
13365,9.5684,19.0737
13366,9.8085,19.7454
13367,10.1595,20.1479
13368,7.6505,17.4899
13369,6.2240,23.3200
13370,8.8997,20.3211
13371,6.1680,19.5034
13372,8.0249,25.5207
13373,6.7056,22.1446
13374,5.1508,18.0135
13375,9.6746,20.6450
13376,6.2472,18.1707
13377,6.5434,23.6828
13378,9.1549,22.4498
13379,7.2679,16.7277
13380,7.7833,17.0964
13381,9.2265,20.3821
13382,5.2634,13.2618
13383,6.6027,19.5677
13384,3.7470,9.7705
13385,8.1287,22.9394
13386,8.6340,16.7580
13387,15.4267,29.4120
13388,7.8602,16.4429
13389,8.0983,21.1319
13390,10.6237,18.7409
13391,8.5327,17.3011
13392,7.0892,25.7894
13393,9.7147,24.1242
13394,6.6280,14.6424
13395,10.6928,21.9082
13396,7.5671,13.7749
13397,9.2625,24.6174
13398,5.4772,21.1553
13399,4.9001,22.0745
13400,7.2957,24.3890
13401,9.5059,22.2906
13402,9.1813,18.4540
13403,6.4824,14.7515
13404,7.5652,16.6281
13405,7.5941,16.8109
13406,10.6484,22.2335
13407,9.2385,18.1699
13408,7.4497,21.2433
13409,8.8816,19.1567
13410,9.9433,24.6432
13411,5.9147,14.1607
13412,4.7141,19.8778
13413,9.0756,22.1892
13414,5.1816,15.1157
13415,6.6890,12.2689
13416,5.2523,21.0443
13417,4.7740,12.1525
13418,4.3891,15.1317
13419,5.2770,17.4095
13420,6.4560,13.4299
13421,12.5019,29.1454
13422,8.4611,15.8594
13423,7.5394,23.6782
13424,8.9320,20.1514
13425,5.0928,22.0245
13426,4.2679,16.5591
13427,8.0515,16.9574
13428,5.4677,15.0948
13429,7.0520,15.4766
13430,4.2256,15.8016
13431,5.2797,19.4109
13432,4.6630,21.1625
13433,8.2824,23.2315
13434,9.7852,22.7951
13435,10.3652,25.2678
13436,9.4260,15.3005
13437,10.2742,17.1502
13438,4.0222,14.1747
13439,7.3897,16.7274
13440,6.2734,14.4576
13441,5.3999,15.8753
13442,5.9684,19.9217
13443,11.0721,21.8691
13444,9.0617,20.5648
13445,7.3505,25.3037
13446,5.4610,16.7950
13447,8.3987,17.0361
13448,7.2638,20.4552
13449,10.7816,22.0074
13450,6.8388,18.2651
13451,6.7327,17.0991
13452,7.2870,20.9456
13453,9.5417,20.1630
13454,7.8232,17.2724
13455,3.2792,12.5750
13456,10.7464,25.1010
13457,3.7546,16.4242
13458,5.3784,19.8777
13459,7.2008,14.4882
13460,6.0175,21.5764
13461,4.0937,18.4311
13462,6.6092,20.0839
13463,7.4697,15.6744
13464,5.6137,18.6802
13465,11.6863,22.5554
13466,8.5068,23.3611
13467,10.2498,25.1690
13468,5.2504,17.5039
13469,6.3300,20.4444
13470,10.6224,21.7557
13471,10.3966,18.7884
13472,4.7831,19.5991
13473,8.4384,18.1781
13474,9.2933,25.4226
13475,7.6568,16.5634
13476,12.2889,31.7366
13477,9.0774,24.3644
13478,5.0156,17.1602
13479,5.4703,13.9700
13480,7.7022,19.8761
13481,6.5066,15.9130
13482,6.2177,18.1202
13483,6.7263,13.2585
13484,6.4418,20.9284
13485,3.8730,20.4691
13486,5.5975,17.0505
13487,7.9298,26.7433
13488,5.0171,25.0677
13489,5.0933,16.5914
13490,7.2972,20.6400
13491,3.9626,19.6651
13492,9.1891,21.2020
13493,5.2603,18.5057
13494,8.6511,17.6076
13495,7.1374,19.7015
13496,9.6572,22.4696
13497,6.1622,17.9555
13498,6.9280,18.2011
13499,8.6846,18.9411
13500,8.1297,23.5652
13501,6.9744,17.3081
13502,10.3413,27.1625
13503,7.6587,18.2929
13504,7.3797,16.4888
13505,6.3153,14.5529
13506,7.9672,19.0783
13507,11.3642,20.0472
13508,7.3950,22.1271
13509,7.5930,20.9286
13510,4.1445,17.9782
13511,9.5672,21.5824
13512,10.6003,20.5190
13513,5.8796,16.3516
13514,5.5040,16.6295
13515,9.7247,22.7197
13516,5.0290,14.7111
13517,5.4518,22.3224
13518,4.4603,22.8301
13519,9.1451,24.4445
13520,5.5797,15.2467
13521,7.4396,23.2357
13522,7.7974,23.0115
13523,6.6861,17.5553
13524,6.0581,16.5713
13525,3.7180,21.2391
13526,6.9363,15.9146
13527,6.2462,14.7974
13528,6.6511,16.8610
13529,6.9878,19.8063
13530,9.0281,21.5969
13531,6.9371,26.2563
13532,11.6467,22.9314
13533,8.3577,19.1381
13534,5.9416,15.9565
13535,7.2859,19.6571
13536,6.6110,18.1335
13537,8.4401,18.5087
13538,9.5695,21.4782
13539,9.0175,18.6590
13540,8.1833,19.7030
13541,5.6283,15.1475
13542,8.8131,20.3558
13543,8.1382,18.0877
13544,8.6885,26.1541
13545,4.6082,13.1268
13546,5.4671,14.6069
13547,3.5595,17.1909
13548,5.2871,17.0984
13549,6.2910,14.1965
13550,6.2137,16.5388
13551,5.7795,29.4272
13552,6.8688,16.1873
13553,5.0731,16.7580
13554,8.4969,20.0011
13555,5.8257,17.0205
13556,7.4371,21.4954
13557,7.6705,15.6108
13558,9.1481,19.9651
13559,7.8576,20.3433
13560,6.2435,22.3713
13561,8.8333,21.4455
13562,12.2630,22.3648
13563,6.2390,17.2321
13564,8.3219,15.5733
13565,11.2914,22.4406
13566,9.1563,23.9567
13567,7.4085,17.5958
13568,8.9682,20.8156
13569,11.6777,24.7491
13570,8.0253,18.2843
13571,5.6140,13.9443
13572,9.7378,18.0546
13573,7.6454,17.1110
13574,7.4461,18.0853
13575,7.3333,14.3958
13576,8.4308,20.0078
13577,11.8885,26.8746
13578,12.2521,24.9816
13579,4.1788,22.6015
13580,11.7367,26.4547
13581,8.8946,25.3514
13582,5.7059,19.4330
13583,8.1947,26.3302
13584,4.8035,17.0374
13585,7.8474,21.8840
13586,6.8648,17.9599
13587,11.5836,22.6809
13588,9.1181,22.6502
13589,8.2984,22.2800
13590,8.7484,20.0944
13591,7.1722,22.5880
13592,5.7487,19.4873
13593,5.4902,22.1939
13594,5.9260,11.5099
13595,9.4974,19.3826
13596,8.0939,18.6148
13597,8.5038,24.1826
13598,8.0276,14.3662
13599,12.8634,26.4288
13600,8.3461,18.6598
13601,3.4836,20.1910
13602,6.8440,19.6693
13603,3.5590,12.8951
13604,6.2880,15.9685
13605,8.7140,18.0039
13606,6.0783,17.5139
13607,6.5210,16.1349
13608,13.3934,27.5350
13609,11.5329,26.9224
13610,3.2490,15.3425
13611,8.4167,20.8779
13612,8.0875,22.7171
13613,4.3975,20.9322
13614,8.9186,22.9631
13615,9.1225,20.5310
13616,9.5089,21.8165
13617,5.9532,22.6398
13618,7.3048,14.8849
13619,8.1616,16.8281
13620,8.1665,29.3348
13621,11.9025,27.6122
13622,7.2986,14.0187
13623,3.8868,13.1772
13624,7.0197,22.0052
13625,10.5129,23.8031
13626,6.7692,22.5689
13627,6.6645,16.9372
13628,11.7772,23.2507
13629,8.4466,23.9122
13630,4.7915,16.8586
13631,7.1205,16.9112
13632,5.8576,18.6786
13633,7.0421,17.0294
13634,6.0940,21.6543
13635,8.3812,18.7318
13636,8.4840,16.4595
13637,6.6337,17.2469
13638,5.8261,17.2698
13639,5.0870,15.9279
13640,7.2064,19.1837
13641,7.6837,17.3667
13642,10.3207,23.9433
13643,6.1616,23.7206
13644,5.1267,19.6391
13645,4.3531,17.9477
13646,9.7585,23.1480
13647,9.7173,21.9391
13648,9.9230,21.6085
13649,5.9075,16.2666
13650,7.1554,18.6362
13651,9.3793,19.5662
13652,3.9755,17.6308
13653,5.0542,13.9276
13654,9.6688,25.4898
13655,8.3574,17.5903
13656,4.5027,16.1316
13657,9.0298,17.9006
13658,3.7187,14.7073
13659,6.4519,14.4057
13660,9.3117,20.5096
13661,5.8534,22.1771
13662,8.0714,22.8745
13663,3.9994,14.0710
13664,5.1058,17.1118
13665,8.5225,27.5033
13666,5.0179,17.1231
13667,6.5269,14.2557
13668,6.9534,19.1065
13669,8.8065,22.7549
13670,9.6740,19.3729
13671,7.0940,14.4327
13672,5.0436,13.8929
13673,4.9293,14.1728
13674,4.8284,20.2049
13675,6.5666,20.0143
13676,9.0112,20.7470
13677,5.8163,18.2171
13678,4.4418,15.4557
13679,7.6460,19.4079
13680,6.7616,12.5949
13681,5.3004,15.2211
13682,7.9274,21.7656
13683,7.3541,17.2371
13684,4.8634,14.2245
13685,3.8486,13.5986
13686,5.9616,18.0567
13687,7.0872,24.6492
13688,4.9635,10.2013
13689,7.3292,21.9023
13690,8.3942,21.5878
13691,6.1109,15.6971
13692,5.5091,20.2855
13693,9.1991,21.1331
13694,7.8362,23.9060
13695,5.2326,16.7889
13696,7.3017,15.5870
13697,6.5430,16.9291
13698,5.2439,20.5715
13699,12.6851,26.3523
13700,7.1855,23.9394
13701,9.6272,20.2797
13702,10.3244,22.0161
13703,11.0079,24.5322
13704,6.6142,17.2252
13705,5.3351,13.9780
13706,4.2553,13.7157
13707,6.9879,18.1712
13708,8.6936,17.0892
13709,4.7602,13.0671
13710,5.3654,19.1957
13711,14.2620,21.1813
13712,9.4278,21.3843
13713,10.3382,23.8315
13714,9.2568,23.7666
13715,10.2268,21.6767
13716,15.1300,30.3486
13717,7.3765,21.8580
13718,6.3864,22.1310
13719,11.9277,29.6772
13720,4.9810,13.4365
13721,6.5398,13.9954
13722,8.0921,26.0442
13723,5.7501,22.4061
13724,6.3761,19.6637
13725,7.3394,22.5998
13726,10.7485,24.3468
13727,11.9202,24.8073
13728,11.4956,18.4024
13729,2.8858,15.4135
13730,7.9273,19.7375
13731,6.5186,19.0762
13732,5.5828,13.1148
13733,10.6267,23.1666
13734,7.8239,15.7455
13735,7.4097,18.9463
13736,10.6175,18.4851
13737,8.6491,16.9935
13738,4.5914,22.3611
13739,8.4248,22.8613
13740,7.7503,19.3733
13741,11.1236,21.0678
13742,9.1051,23.0779
13743,4.1067,18.0544
13744,11.4887,22.6639
13745,3.9603,13.8977
13746,11.8342,21.8261
13747,11.6766,25.3314
13748,7.9033,23.7025
13749,7.7647,17.0170
13750,6.0671,17.9189
13751,5.4846,16.4073
13752,7.2101,20.2604
13753,8.7953,16.8878
13754,7.4636,20.3794
13755,7.9168,20.2291
13756,10.0609,21.9556
13757,9.0703,20.2785
13758,10.6883,25.2373
13759,6.3969,16.6467
13760,4.7224,17.6419
13761,6.3483,19.8047
13762,11.7601,24.4740
13763,8.8741,19.6107
13764,6.2197,17.3433
13765,7.1954,16.1163
13766,5.0803,18.7718
13767,8.2936,18.6442
13768,6.0884,19.9665
13769,11.5943,27.6220
13770,3.9335,16.4642
13771,8.6952,22.0259
13772,6.3835,20.0975
13773,9.2197,26.0773
13774,10.1951,20.4062
13775,6.6444,16.8419
13776,8.4269,17.3913
13777,4.9160,19.5437
13778,7.8553,27.3299
13779,12.4146,27.6712
13780,8.5782,17.8505
13781,10.1900,18.5223
13782,10.7868,24.1975
13783,8.5505,24.8810
13784,11.4141,21.7284
13785,9.7715,23.0524
13786,4.8747,22.7220
13787,7.6718,20.4875
13788,6.7962,12.8609
13789,12.5800,23.9861
13790,9.4742,20.0340
13791,8.9547,21.7770
13792,10.1954,24.8774
13793,6.4619,15.8233
13794,4.0297,16.4167
13795,3.5592,17.7386
13796,6.0239,15.0675
13797,9.2442,18.7426
13798,2.6148,11.0965
13799,5.8439,16.6657
13800,9.1127,23.3791
13801,12.2292,27.0066
13802,5.9339,19.0887
13803,4.7686,18.5592
13804,7.0071,19.1055
13805,4.8825,13.1370
13806,5.3385,18.8168
13807,4.5495,19.9078
13808,5.4137,24.0605
13809,10.4094,21.7882
13810,11.0525,19.3232
13811,7.6033,21.5090
13812,8.8045,20.4620
13813,4.2285,14.4290
13814,5.4494,12.8195
13815,10.2017,24.6353
13816,3.5289,18.8095
13817,6.1559,19.5142
13818,8.0317,22.8598
13819,5.7360,17.9319
13820,7.8374,18.0388
13821,6.6692,23.7307
13822,3.7677,15.4480
13823,9.3695,20.2668
13824,12.1168,23.4827
13825,11.5666,23.7416
13826,7.4617,21.9100
13827,6.6836,19.8299
13828,8.5693,21.9140
13829,9.2307,23.0983
13830,8.9402,23.7870
13831,15.5702,31.1937
13832,8.2700,19.0835
13833,8.0757,16.7210
13834,10.4512,19.1454
13835,4.7464,14.9672
13836,5.5277,21.0521
13837,7.4690,19.5575
13838,8.3987,15.8399
13839,8.7582,19.4095
13840,7.9165,23.4811
13841,10.1876,25.9519
13842,4.1559,22.3704
13843,9.0066,22.6371
13844,3.9937,15.8171
13845,8.0697,19.3062
13846,9.6872,20.7576
13847,5.1325,23.9515
13848,8.1750,18.5903
13849,7.4732,21.6549
13850,7.1841,13.6147
13851,10.1180,20.3982
13852,10.3419,22.9917
13853,8.8056,24.1611
13854,6.4770,19.4096
13855,8.7692,19.2173
13856,7.5508,19.8563
13857,5.9934,20.7878
13858,7.7183,16.7986
13859,4.1276,16.5760
13860,9.4260,18.3970
13861,6.7074,19.6899
13862,8.1075,22.5619
13863,11.6202,22.0414
13864,6.6316,15.2792
13865,7.7109,16.5210
13866,3.1658,19.2607
13867,13.8328,24.7491
13868,8.9113,19.0917
13869,5.1386,19.0818
13870,10.6544,23.4001
13871,3.8764,20.0468
13872,9.7980,19.5990
13873,5.1989,25.1913
13874,10.2382,19.4626
13875,6.5545,14.1563
13876,6.1085,20.9785
13877,5.8184,16.0645
13878,7.0318,16.6606
13879,5.5739,18.3519
13880,5.6645,17.6028
13881,6.0344,13.0770
13882,9.5861,19.8094
13883,9.7331,20.6475
13884,10.8589,22.9033
13885,7.1165,18.5163
13886,4.9558,15.9470
13887,7.4322,20.0925
13888,9.7087,16.4379
13889,4.1185,11.1154
13890,4.5333,17.3024
13891,7.1727,18.2308
13892,6.3933,19.0868
13893,6.2597,14.4431
13894,4.5335,19.0007
13895,4.4623,12.1616
13896,6.5378,15.3411
13897,6.8121,17.0516
13898,9.3973,17.4453
13899,7.4112,20.3347
13900,12.6187,25.7803
13901,7.3509,15.3018
13902,5.3791,17.2659
13903,4.7090,19.7245
13904,5.6462,16.5635
13905,12.6083,27.7925
13906,6.2955,15.3050
13907,9.3242,21.5882
13908,6.5925,12.8824
13909,5.8373,18.3587
13910,8.1850,20.5001
13911,9.3426,19.5090
13912,10.4787,23.4538
13913,10.9646,23.0897
13914,6.8097,19.1685
13915,9.5748,23.1998
13916,5.5534,22.2461
13917,11.2626,22.9117
13918,9.1789,20.0875
13919,10.7163,18.0456
13920,9.3296,25.0244
13921,10.8737,21.4377
13922,4.5739,12.9132
13923,12.2651,23.9333
13924,8.8960,22.6684
13925,4.0636,17.2564
13926,11.1657,26.6915
13927,9.2198,20.3098
13928,5.9363,19.4123
13929,4.8147,11.0540
13930,8.1927,23.3562
13931,8.1022,14.1577
13932,7.5553,17.0141
13933,4.2254,16.4008
13934,8.8922,19.5347
13935,8.4720,23.1276
13936,10.7491,22.0975
13937,7.2702,17.0874
13938,6.9985,16.7872
13939,7.8874,18.6672
13940,9.6643,24.4830
13941,5.0457,15.1377
13942,4.3212,17.9340
13943,5.6360,23.3171
13944,7.3974,19.5027
13945,4.8656,15.5760
13946,9.2501,18.5119
13947,7.9593,18.3141
13948,8.0227,21.0957
13949,8.1677,20.2390
13950,5.4691,19.5116
13951,9.6573,22.7353
13952,7.1744,23.3674
13953,8.5617,22.3995
13954,3.5742,22.8899
13955,6.0338,17.1031
13956,8.8765,19.2237
13957,7.7784,17.7165
13958,10.3431,30.0239
13959,9.6405,19.4541
13960,8.4346,18.9317
13961,7.3739,22.5642
13962,1.8879,18.7036
13963,5.6297,18.5505
13964,6.0537,16.6101
13965,6.0235,12.1901
13966,7.3111,26.5020
13967,8.4261,21.8841
13968,7.4682,18.0541
13969,6.1586,21.2091
13970,6.8759,19.5062
13971,7.7288,14.0484
13972,9.5461,17.2476
13973,5.9049,18.0199
13974,3.9609,19.8428
13975,6.4522,17.0169
13976,6.2750,19.3690
13977,9.6948,22.5345
13978,9.2606,26.6421
13979,8.0756,19.7335
13980,8.3169,18.4232
13981,9.1723,24.2119
13982,5.0151,18.0507
13983,9.7250,20.3446
13984,10.7145,23.9536
13985,8.0841,19.2866
13986,6.5903,20.9416
13987,13.3003,26.4734
13988,7.9614,21.6893
13989,8.7318,21.3506
13990,12.2318,22.0316
13991,6.3575,14.5088
13992,7.8177,20.2654
13993,7.8016,21.8462
13994,7.5590,22.0348
13995,5.3127,17.4158
13996,9.5562,21.9850
13997,8.5629,22.7261
13998,7.6278,16.6864
13999,10.9097,22.4456
14000,8.5096,22.6756
14001,9.6171,19.5752
14002,4.6460,23.1683
14003,6.1338,16.7662
14004,7.7682,19.0674
14005,7.7235,15.6613
14006,6.8477,18.9480
14007,5.2926,14.6884
14008,10.3099,26.1418
14009,8.6094,19.8882
14010,9.0341,25.8383
14011,9.2753,20.0601
14012,8.9920,18.2683
14013,9.0477,17.9973
14014,10.8437,25.0545
14015,12.3096,21.7840
14016,8.7921,23.0701
14017,7.8776,16.5116
14018,6.9647,18.8299
14019,6.8675,17.6526
14020,4.6248,24.1124
14021,9.4983,24.0536
14022,7.3119,18.5304
14023,8.0935,18.6120
14024,4.9058,14.1282
14025,9.4756,23.4349
14026,7.2422,20.3913
14027,6.9765,20.9118
14028,8.3928,17.2323
14029,5.6109,20.8343
14030,8.8093,17.6229
14031,6.4524,26.2797
14032,7.4740,16.9967
14033,8.8135,17.1528
14034,8.7764,19.0892
14035,7.3618,20.4371
14036,7.1594,24.2250
14037,7.2475,21.0656
14038,7.0595,20.1610
14039,7.7720,19.6851
14040,4.8680,16.6805
14041,6.1661,18.7509
14042,6.9952,19.3027
14043,8.6970,22.1661
14044,6.5836,19.2134
14045,5.4258,17.2204
14046,7.8461,18.3421
14047,7.2315,21.1603
14048,7.1093,23.5365
14049,6.2180,13.6232
14050,5.7408,16.8491
14051,7.8130,16.5341
14052,8.1604,25.7538
14053,8.8690,22.2160
14054,6.0444,19.8945
14055,5.0504,22.7815
14056,8.6937,19.5101
14057,6.1584,18.3292
14058,5.1546,18.2480
14059,11.1366,20.3068
14060,10.5342,23.5522
14061,10.0309,23.2351
14062,6.0574,21.1048
14063,8.9019,22.0103
14064,9.4839,16.7216
14065,6.3920,19.7931
14066,10.4919,22.1068
14067,5.2301,15.4547
14068,4.7451,15.7982
14069,6.2863,13.6776
14070,6.8503,17.8674
14071,6.3063,17.0143
14072,5.9412,18.8196
14073,8.3410,16.1483
14074,9.4067,20.7851
14075,8.9136,20.1728
14076,8.3839,19.2406
14077,7.6445,17.4763
14078,7.3033,18.2307
14079,8.3367,21.6263
14080,6.5121,15.5325
14081,11.6157,23.8060
14082,7.5169,15.2658
14083,9.0175,15.5815
14084,3.8107,20.5482
14085,10.3090,27.7694
14086,5.8661,15.8898
14087,10.2298,19.0545
14088,7.5866,21.7355
14089,6.7627,17.3860
14090,9.5108,24.9717
14091,8.4946,17.4468
14092,10.2700,26.3112
14093,7.8116,20.0197
14094,6.9480,16.9575
14095,11.1853,20.9145
14096,8.0051,25.9315
14097,4.5693,22.6579
14098,5.8166,18.9344
14099,9.6644,26.0304
14100,11.8295,28.5466
14101,12.0437,28.9622
14102,10.1140,19.3324
14103,8.4166,23.3944
14104,13.9744,28.0640
14105,5.8640,13.0723
14106,11.4299,26.2078
14107,5.2919,16.5268
14108,4.1611,19.0170
14109,2.9074,18.6786
14110,9.3294,20.3124
14111,8.1758,20.2214
14112,6.3095,17.6940
14113,10.7025,26.4556
14114,7.5097,19.3249
14115,6.4669,16.9635
14116,7.2585,15.2879
14117,5.9038,22.4982
14118,8.2726,19.0725
14119,10.4492,20.3935
14120,6.6175,19.4467
14121,4.0245,14.2989
14122,11.1830,22.8199
14123,8.9320,21.6065
14124,9.1445,23.6522
14125,13.6445,24.8341
14126,4.4049,15.8352
14127,8.2184,17.8692
14128,7.0491,19.6305
14129,8.4912,28.1388
14130,7.9052,20.4723
14131,9.1796,18.7355
14132,7.9290,17.3746
14133,11.6211,25.8874
14134,6.1383,23.0686
14135,10.2989,21.9681
14136,4.9968,17.3244
14137,6.5315,22.2492
14138,6.5468,21.1345
14139,5.8494,21.4217
14140,7.9197,19.3521
14141,5.7509,20.3008
14142,5.5268,22.4634
14143,5.6025,21.3277
14144,9.7148,26.7497
14145,10.2705,20.9393
14146,6.8752,18.1718
14147,6.8533,18.1560
14148,9.0890,17.0595
14149,7.1438,18.1554
14150,5.0842,18.5523
14151,8.6470,17.4179
14152,5.7651,18.7840
14153,7.0178,21.5370
14154,4.9951,12.7375
14155,10.5961,25.4541
14156,7.3494,20.5279
14157,6.8940,15.9204
14158,8.2835,20.4541
14159,16.1578,29.7483
14160,5.8174,15.1972
14161,9.2766,23.2466
14162,5.3835,14.4618
14163,11.9140,21.1489
14164,8.6732,23.7911
14165,6.8131,18.8787
14166,10.8935,26.6105
14167,7.3185,16.0958
14168,8.7363,19.4613
14169,7.9936,17.8850
14170,8.7941,21.5475
14171,10.4160,22.8591
14172,6.1134,15.5776
14173,4.0796,23.1281
14174,3.4511,12.9502
